domain,model,tasks,mean_task_MASE,scaled_MASE,total_inference_seconds,timed_tasks,relative_improvement_percent,relative_scaled_improvement_percent,mean_paired_improvement_percent,paired_percentage_tasks,reference_mean_loss,reference_total_inference_seconds
Economics,ts_icl__experiment_config.instance_normalization-none,11,1.1079549530667625,0.7064677651287852,10.580556575208902,11,24.290045934158687,29.353223487121483,26.828476339383954,11,1.4634204534099007,3.016891285777092
Economics,ts_icl__experiment_config.instance_normalization-zscore,11,1.1079552055596933,0.7064678671050989,10.548151921480894,11,24.290028680543685,29.35321328949011,26.828465729228753,11,1.4634204534099007,3.016891285777092
Finance,chronos2__experiment_config.instance_normalization-none,6,2.105951660476022,0.7807226447918029,12.640138201415539,6,14.461797118675157,21.927735520819713,20.915851984567013,6,2.462001292449183,94.96876367274672
Finance,chronos2__experiment_config.instance_normalization-zscore,6,2.1059515607938186,0.7807226323248304,12.497287767007947,6,14.461801167503385,21.927736767516958,20.91585365054186,6,2.462001292449183,94.96876367274672
Finance,chronos_bolt__experiment_config.instance_normalization-none,6,2.2252155357275716,0.8184711858652598,8.033943245187402,6,9.617613014575577,18.15288141347402,16.92893348797216,6,2.462001292449183,94.96876367274672
Finance,chronos_bolt__experiment_config.instance_normalization-zscore,6,2.2252154551831542,0.8184711720935799,7.990984506905079,6,9.617616286077402,18.15288279064201,16.92893509349804,6,2.462001292449183,94.96876367274672
Finance,ts_icl__experiment_config.instance_normalization-none,6,2.139228071410839,0.7866148462328061,61.56526789814234,6,13.110197059127094,21.338515376719393,20.176744115840673,6,2.462001292449183,94.96876367274672
Finance,ts_icl__experiment_config.instance_normalization-zscore,6,2.1392279449382348,0.7866148334200281,61.790470430627465,6,13.110202196110766,21.338516657997186,20.176745833645068,6,2.462001292449183,94.96876367274672
Healthcare,chronos2__experiment_config.instance_normalization-none,3,2.466688194255598,0.8203072945551647,0.7473147977143526,3,20.573356475837436,17.96927054448353,16.67310154458274,3,3.1056180707235863,1.3902119044214487
Healthcare,chronos2__experiment_config.instance_normalization-zscore,3,2.4666883048769397,0.8203073244234504,0.7541725505143404,3,20.57335291386235,17.969267557654955,16.67309880137843,3,3.1056180707235863,1.3902119044214487
Healthcare,chronos_bolt__experiment_config.instance_normalization-none,3,2.5918883050948867,0.8427264524642858,1.0472298301756382,3,16.541949265158816,15.72735475357142,14.70341745670175,3,3.1056180707235863,1.3902119044214487
Healthcare,chronos_bolt__experiment_config.instance_normalization-zscore,3,2.5918882764518574,0.8427264481463492,1.0679290648549795,3,16.541950187456045,15.727355185365077,14.70341797334953,3,3.1056180707235863,1.3902119044214487
Healthcare,ts_icl__experiment_config.instance_normalization-none,3,2.7058053376806956,0.9234010303559199,4.624335812404752,3,12.873853897615206,7.659896964408008,5.337591158766341,3,3.1056180707235863,1.3902119044214487
Healthcare,ts_icl__experiment_config.instance_normalization-zscore,3,2.7058052777549815,0.9234010186927134,4.646149639040232,3,12.873855827205805,7.65989813072866,5.337592318800802,3,3.1056180707235863,1.3902119044214487
Energy,chronos2__experiment_config.instance_normalization-none,6,0.611204170856088,0.6105618611977047,14.72676040418446,6,37.42964924921866,38.94381388022953,37.18247378256468,6,0.9768271450011902,17.899827868677676
Energy,chronos2__experiment_config.instance_normalization-zscore,6,0.6112041731818025,0.6105618622974522,14.429602671414614,6,37.42964901113003,38.94381377025478,37.18247354726577,6,0.9768271450011902,17.899827868677676
Energy,chronos_bolt__experiment_config.instance_normalization-none,6,0.6828042556430926,0.6843068249146774,16.890142902731895,6,30.099786933924666,31.569317508532258,30.07710139638937,6,0.9768271450011902,17.899827868677676
Energy,chronos_bolt__experiment_config.instance_normalization-zscore,6,0.6828042424661627,0.6843068130025493,17.074990468099713,6,30.099788282876727,31.569318699745075,30.077102691556195,6,0.9768271450011902,17.899827868677676
Energy,ts_icl__experiment_config.instance_normalization-none,6,0.6378228099425765,0.6406460051573719,71.62196907773614,6,34.704639074930775,35.93539948426281,34.5668507360058,6,0.9768271450011902,17.899827868677676
Energy,ts_icl__experiment_config.instance_normalization-zscore,6,0.637822810031419,0.6406460051061696,71.50716074928641,6,34.70463906583575,35.93539948938304,34.56685073489626,6,0.9768271450011902,17.899827868677676
Transport,chronos2__experiment_config.instance_normalization-none,11,0.5931928626683382,0.6296840039875741,95.24166005849838,11,36.15975948584732,37.03159960124259,35.797675238708344,11,0.9291833143028868,100.27181351650506
Transport,chronos2__experiment_config.instance_normalization-zscore,11,0.5931928661990893,0.6296840084016556,94.21669425070286,11,36.159759105862975,37.031599159834435,35.7976747852956,11,0.9291833143028868,100.27181351650506
Transport,chronos_bolt__experiment_config.instance_normalization-none,11,0.6493323554116637,0.6878208887597586,91.75469138473272,11,30.117949233858056,31.217911124024145,30.21188506725986,11,0.9291833143028868,100.27181351650506
Transport,chronos_bolt__experiment_config.instance_normalization-zscore,11,0.649332346637192,0.6878208827593482,94.7127292752266,11,30.117950178178887,31.217911724065182,30.211885634851264,11,0.9291833143028868,100.27181351650506
Transport,ts_icl__experiment_config.instance_normalization-none,11,0.6278199202360067,0.6669921278573406,489.80211151205003,11,32.43314741321801,33.30078721426594,32.328835955110804,11,0.9291833143028868,100.27181351650506
Transport,ts_icl__experiment_config.instance_normalization-zscore,11,0.6278199226434018,0.6669921311988217,491.05331957899034,11,32.4331471541308,33.300786880117826,32.32883566763157,11,0.9291833143028868,100.27181351650506
Sales,chronos2__experiment_config.instance_normalization-none,4,0.6505512713280388,0.43882902506417076,1.82032385841012,4,55.70326313642795,56.117097493582925,54.89295262734165,4,1.4686212064144784,3.9198394156992435
Sales,chronos2__experiment_config.instance_normalization-zscore,4,0.6505512671402808,0.438829022502946,1.8074313644319773,4,55.7032634215769,56.1170977497054,54.89295292678601,4,1.4686212064144784,3.9198394156992435
Sales,chronos_bolt__experiment_config.instance_normalization-none,4,0.6637809208253372,0.45149155632622734,2.7012376692146063,4,54.80244205066973,54.85084436737726,54.16066537095926,4,1.4686212064144784,3.9198394156992435
Sales,chronos_bolt__experiment_config.instance_normalization-zscore,4,0.6637809207654302,0.45149155601671576,2.6286630108952522,4,54.802442054748866,54.85084439832843,54.160665346118925,4,1.4686212064144784,3.9198394156992435
Sales,ts_icl__experiment_config.instance_normalization-none,4,0.6772577335019458,0.46033096831933124,18.949851291254163,4,53.884791357778596,53.96690316806687,53.225371241369906,4,1.4686212064144784,3.9198394156992435
Sales,ts_icl__experiment_config.instance_normalization-zscore,4,0.6772577338240041,0.4603309651923083,19.011014699935913,4,53.88479133584929,53.96690348076917,53.22537083545364,4,1.4686212064144784,3.9198394156992435
Industry,chronos2__experiment_config.instance_normalization-none,3,0.7112449102497985,0.7096220145537652,3.0951580740511417,3,29.03810091193244,29.037798544623485,29.037467292852728,3,1.0022912568434859,11.921295890584588
Industry,chronos2__experiment_config.instance_normalization-zscore,3,0.7112449105582526,0.7096220148616061,3.1186442095786333,3,29.038100881157547,29.037798513839384,29.037467262204572,3,1.0022912568434859,11.921295890584588
Industry,chronos_bolt__experiment_config.instance_normalization-none,3,0.7148023421857621,0.7131701361447657,14.243605000898242,3,28.683170954031077,28.682986385523435,28.682245282439382,3,1.0022912568434859,11.921295890584588
Industry,chronos_bolt__experiment_config.instance_normalization-zscore,3,0.7148023429270282,0.7131701368844418,15.056045074015856,3,28.683170880073927,28.682986311555826,28.68224520873494,3,1.0022912568434859,11.921295890584588
Industry,ts_icl__experiment_config.instance_normalization-none,3,0.7120479562903183,0.710423203933081,40.00676070339978,3,28.957979885730055,28.9576796066919,28.957355926635103,3,1.0022912568434859,11.921295890584588
Industry,ts_icl__experiment_config.instance_normalization-zscore,3,0.7120479553853997,0.710423203029871,39.91721232421696,3,28.957979976015046,28.957679697012896,28.957356016651076,3,1.0022912568434859,11.921295890584588
Unclassified,chronos2__experiment_config.instance_normalization-none,2,0.6960750459951832,0.6798500647645618,66.88865876570344,2,32.028543432513445,32.01499352354382,32.013835645951445,2,1.0240696332644776,119.49597810022533
Unclassified,chronos2__experiment_config.instance_normalization-zscore,2,0.6960750449433302,0.6798500637067487,65.8098479192704,2,32.0285435352265,32.014993629325126,32.01383575230399,2,1.0240696332644776,119.49597810022533
Unclassified,chronos_bolt__experiment_config.instance_normalization-none,2,0.7973766782604312,0.7791165650536745,490.6070537120104,2,22.136478579235476,22.088343494632547,22.063411607898182,2,1.0240696332644776,119.49597810022533
Unclassified,chronos_bolt__experiment_config.instance_normalization-zscore,2,0.7973766795772208,0.7791165663492068,535.8076739385724,2,22.136478450651488,22.08834336507932,22.06341147639361,2,1.0240696332644776,119.49597810022533
Unclassified,ts_icl__experiment_config.instance_normalization-none,2,0.7355799924016022,0.7186379108791688,343.585724953562,2,28.170900834471833,28.136208912083116,28.126001153236015,2,1.0240696332644776,119.49597810022533
Unclassified,ts_icl__experiment_config.instance_normalization-zscore,2,0.7355799920295394,0.7186379105731147,344.8618074711412,2,28.170900870803628,28.136208942688533,28.126001179059283,2,1.0240696332644776,119.49597810022533
Cloud operations,chronos2__experiment_config.instance_normalization-none,1,0.6607650521734936,0.5936503488136183,1.5236703995615244,1,40.63496511863816,40.63496511863816,40.63496511863816,1,1.1130542641708217,5.367972842417657
Cloud operations,chronos2__experiment_config.instance_normalization-zscore,1,0.6607650592212252,0.5936503551455034,1.5394543930888176,1,40.634964485449665,40.634964485449665,40.634964485449665,1,1.1130542641708217,5.367972842417657
Cloud operations,chronos_bolt__experiment_config.instance_normalization-none,1,0.7729739710685387,0.6944620724708077,2.317170634865761,1,30.55379275291923,30.55379275291923,30.55379275291923,1,1.1130542641708217,5.367972842417657
Cloud operations,chronos_bolt__experiment_config.instance_normalization-zscore,1,0.7729739745845665,0.6944620756297083,2.251298349350691,1,30.55379243702917,30.55379243702917,30.55379243702917,1,1.1130542641708217,5.367972842417657
Cloud operations,ts_icl__experiment_config.instance_normalization-none,1,0.6951977394287573,0.6245856664918761,20.618280664086342,1,37.54143335081239,37.54143335081239,37.54143335081239,1,1.1130542641708217,5.367972842417657
Cloud operations,ts_icl__experiment_config.instance_normalization-zscore,1,0.6951977277956157,0.6245856560403267,20.581714438274503,1,37.54143439596733,37.54143439596733,37.54143439596733,1,1.1130542641708217,5.367972842417657
Finance,seasonal_naive,6,2.4620012924491834,1.0,94.96876367274672,6,0.0,0.0,0.0,6,2.4620012924491834,94.96876367274672
Climate,seasonal_naive,51,1.3941340377094578,1.0,296.32633063942194,51,0.0,0.0,0.0,51,1.3941340377094578,296.32633063942194
Healthcare,seasonal_naive,3,3.1056180707235863,1.0,1.3902119044214487,3,0.0,0.0,0.0,3,3.1056180707235863,1.3902119044214487
Energy,seasonal_naive,6,0.97682714500119,1.0,17.899827868677676,6,0.0,0.0,0.0,6,0.97682714500119,17.899827868677676
Economics,seasonal_naive,11,1.4634204534099007,1.0,3.016891285777092,11,0.0,0.0,0.0,11,1.4634204534099007,3.016891285777092
Transport,seasonal_naive,11,0.9291833143028868,1.0,100.27181351650506,11,0.0,0.0,0.0,11,0.9291833143028868,100.27181351650506
Unclassified,seasonal_naive,2,1.0240696332644776,1.0,119.49597810022533,2,0.0,0.0,0.0,2,1.0240696332644776,119.49597810022533
Sales,seasonal_naive,4,1.4686212064144784,1.0,3.9198394156992435,4,0.0,0.0,0.0,4,1.4686212064144784,3.9198394156992435
Industry,seasonal_naive,3,1.0022912568434856,1.0,11.921295890584588,3,0.0,0.0,0.0,3,1.0022912568434856,11.921295890584588
Cloud operations,seasonal_naive,1,1.1130542641708217,1.0,5.367972842417657,1,0.0,0.0,0.0,1,1.1130542641708217,5.367972842417657
