domain,model,tasks,mean_task_MASE,scaled_MASE,total_inference_seconds,timed_tasks,relative_improvement_percent,relative_scaled_improvement_percent,mean_paired_improvement_percent,paired_percentage_tasks,reference_mean_loss,reference_total_inference_seconds
Sales,chronos2,4,0.6505512713280388,0.43882902506417076,1.8115030582994223,4,55.70326313642795,56.117097493582925,54.89295262734165,4,1.4686212064144784,3.9198394156992435
Sales,chronos_bolt,4,0.6637809208253372,0.45149155632622734,2.548511741682887,4,54.80244205066973,54.85084436737726,54.16066537095926,4,1.4686212064144784,3.9198394156992435
Sales,ts_icl,4,0.6772577335019458,0.46033096831933124,18.952392518520355,4,53.884791357778596,53.96690316806687,53.225371241369906,4,1.4686212064144784,3.9198394156992435
Industry,chronos2,3,0.7112449102497985,0.7096220145537652,3.0206383895128965,3,29.03810091193244,29.037798544623485,29.037467292852728,3,1.0022912568434859,11.921295890584588
Industry,chronos_bolt,3,0.7148023421857621,0.7131701361447657,14.36994243785739,3,28.683170954031077,28.682986385523435,28.682245282439382,3,1.0022912568434859,11.921295890584588
Industry,ts_icl,3,0.7120479562903183,0.710423203933081,39.38995859446004,3,28.957979885730055,28.9576796066919,28.957355926635103,3,1.0022912568434859,11.921295890584588
Unclassified,chronos2,2,0.6960750459951832,0.6798500647645618,67.04604299366474,2,32.028543432513445,32.01499352354382,32.013835645951445,2,1.0240696332644776,119.49597810022533
Unclassified,chronos_bolt,2,0.7973766782604312,0.7791165650536745,493.1800574082881,2,22.136478579235476,22.088343494632547,22.063411607898182,2,1.0240696332644776,119.49597810022533
Unclassified,ts_icl,2,0.7355799924016022,0.7186379108791688,342.2484744419344,2,28.170900834471833,28.136208912083116,28.126001153236015,2,1.0240696332644776,119.49597810022533
Cloud operations,chronos2,1,0.6607650521734936,0.5936503488136183,1.5239718463271856,1,40.63496511863816,40.63496511863816,40.63496511863816,1,1.1130542641708217,5.367972842417657
Cloud operations,chronos_bolt,1,0.7729739710685387,0.6944620724708077,2.4387456569820642,1,30.55379275291923,30.55379275291923,30.55379275291923,1,1.1130542641708217,5.367972842417657
Cloud operations,ts_icl,1,0.6951977394287573,0.6245856664918761,20.67417291784659,1,37.54143335081239,37.54143335081239,37.54143335081239,1,1.1130542641708217,5.367972842417657
Climate,seasonal_naive,51,1.394134037709458,1.0,296.32633063942194,51,0.0,0.0,0.0,51,1.394134037709458,296.32633063942194
Economics,seasonal_naive,11,1.4634204534099011,1.0,3.016891285777092,11,0.0,0.0,0.0,11,1.4634204534099011,3.016891285777092
Finance,seasonal_naive,6,2.4620012924491834,1.0,94.96876367274672,6,0.0,0.0,0.0,6,2.4620012924491834,94.96876367274672
Transport,seasonal_naive,11,0.9291833143028868,1.0,100.27181351650506,11,0.0,0.0,0.0,11,0.9291833143028868,100.27181351650506
Energy,seasonal_naive,6,0.97682714500119,1.0,17.899827868677676,6,0.0,0.0,0.0,6,0.97682714500119,17.899827868677676
Healthcare,seasonal_naive,3,3.1056180707235863,1.0,1.3902119044214487,3,0.0,0.0,0.0,3,3.1056180707235863,1.3902119044214487
Industry,seasonal_naive,3,1.0022912568434859,1.0,11.921295890584588,3,0.0,0.0,0.0,3,1.0022912568434859,11.921295890584588
Sales,seasonal_naive,4,1.4686212064144781,1.0,3.9198394156992435,4,0.0,0.0,0.0,4,1.4686212064144781,3.9198394156992435
Unclassified,seasonal_naive,2,1.0240696332644776,1.0,119.49597810022533,2,0.0,0.0,0.0,2,1.0240696332644776,119.49597810022533
Cloud operations,seasonal_naive,1,1.1130542641708217,1.0,5.367972842417657,1,0.0,0.0,0.0,1,1.1130542641708217,5.367972842417657
